mood,genre,track_id
joy,pop,1PxKsGzQcmiwDHvA9ig5gv
joy,pop,1zi7xx7UVEFkmKfv06H8x0
joy,pop,6gpcs5eMhJwax4mIfKDYQk
joy,pop,1KGi9sZVMeszgZOWivFpxs
joy,pop,07K4GcCDSTiXUF5ssyTRUM
joy,pop,6HZ9VeI5IRFCNQLXhpF4bq
joy,pop,7d23MhPFE9eB3U8DPRirnL
joy,pop,1uigwk5hNV84zRd5YQQRTk
joy,pop,0CokSRCu5hZgPxcZBaEzVE
joy,pop,6w2rrJsn8Qpa7veSaVAyKh
joy,pop,3E7ZwUMJFqpsDOJzEkBrQ7
joy,pop,2GjMaJ7DacMIkgoe8oMXGg
joy,pop,3xgT3xIlFGqZjYW9QlhJWp
joy,pop,152lZdxL1OR0ZMW6KquMif
joy,pop,3E7dfMvvCLUddWissuqMwr
joy,pop,4tKGFmENO69tZR9ahgZu48
joy,pop,6JY1IdkZGeIcPegKxjSKeb
joy,pop,6etwirSInfuJrSOlogS6Sh
joy,pop,2Za1AlJNvksouPPWbXpR2X
joy,pop,6FE2iI43OZnszFLuLtvvmg
joy,pop,5AJ9hqTS2wcFQCELCFRO7A
joy,pop,5WHTFyqSii0lmT9R21abT8
joy,pop,5619Ojc6t9evEEs3B7Drhe
joy,pop,6TqXcAFInzjp0bODyvrWEq
joy,pop,1Je1IMUlBXcx1Fz0WE7oPT
joy,pop,6kWJvPfC4DgUpRsXKNa9z9
joy,pop,6hmhG1b4LEyNuashVvuIAo
joy,pop,2jUO4Rbw8VizhpHS63jrq4
joy,pop,7oOOI85fVQvVnK5ynNMdW7
joy,pop,2i0AUcEnsDm3dsqLrFWUCq
joy,pop,6v3KW9xbzN5yKLt9YKDYA2
joy,pop,4kbj5MwxO1bq9wjT5g9HaA
joy,pop,3Vo4wInECJQuz9BIBMOu8i
joy,pop,4HSAJpNocVNJbwbQvtCMdO
joy,pop,5kfNriitmkNE8mUbZ7gbq8
joy,pop,0nhBKubnVz9yFNNprBniWz
joy,pop,3lXbHd0EoryoQh3vpevNEP
joy,pop,0r4iLyCpW9e27ATCupFF64
joy,pop,3JTjLyrnevl9ASw3ayGO2P
joy,pop,5e08a8D8T3z4LDXbUIjxKQ
joy,pop,75u9uswC5UMdtv4SQ3xSYf
joy,pop,3PfIrDoz19wz7qK7tYeu62
joy,pop,2PpruBYCo4H7WOBJ7Q2EwM
joy,pop,1Cbl3Yq8rHo7hhDQmLQagU
joy,pop,0TrPqhAMoaKUFLR7iYDokf
joy,pop,2NjO87HyT80fsgejd3PLYW
joy,pop,0DiWol3AO6WpXZgp0goxAV
joy,pop,4M70OqsMnH6GwzEFtYAF5o
joy,pop,3F9ByoUqu31xU0I3G5xfVg
joy,pop,0J2p4KYdr6Mg4ET6JPlbe1
joy,pop,05wIrZSwuaVWhcv5FfqeH0
joy,pop,5ubvP9oKmxLUVq506fgLhk
joy,pop,4hjuUelurEBKlqpJPJ77Iw
joy,pop,2WQ09wqQBIOor7Q0VpIDBK
joy,pop,0NMUFQdEFjftg0BQnyZCsh
joy,pop,30cSNer6TV8x2utjULVeQ5
joy,pop,19RybK6XDbAVpcdxSbZL1o
joy,pop,4w2GLmK2wnioVnb5CPQeex
joy,pop,5h68SoVFGleijCtjEja3xG
joy,pop,39LLxExYz6ewLAcYrzQQyP
joy,pop,190jyVPHYjAqEaOGmMzdyk
joy,pop,6epn3r7S14KUqlReYr77hA
joy,pop,1dzQoRqT5ucxXVaAhTcT0J
joy,pop,0TwBtDAWpkpM3srywFVOV5
joy,pop,32OlwWuMpZ6b0aN2RZOeMS
joy,pop,1golLrmqyxDWedF7YUHCOD
joy,pop,7jk7gqyEonmVVYahZN5zhW
joy,pop,3OtMnyUaiipcAT23A8liyi
joy,pop,6GQuF9vzJAVs7fYN9ftBdP
joy,pop,2jATUzETZL49e6SywauZKE
joy,pop,3hlksXnvbKogFdPbpO9vel
joy,pop,2EBCVPNAG46nbgs6jXPGvv
joy,pop,0puf9yIluy9W0vpMEUoAnN
joy,pop,2yjlYDiNiQkdxVqTlaSrlX
joy,pop,3zEN0ii6s4DHHBpnTp3RP7
joy,pop,0GjEhVFGZW8afUYGChu3Rr
sadness,pop,4k6Uh1HXdhtusDW5y8Gbvy
sadness,pop,3AJwUDP919kvQ9QcozQPxg
sadness,pop,1SKPmfSYaPsETbRHaiA18G
sadness,pop,5kfNriitmkNE8mUbZ7gbq8
sadness,pop,2Za1AlJNvksouPPWbXpR2X
sadness,pop,69vToJ9BMbbLlFZo7k7A7B
sadness,pop,5qrSlOut2rNAWv3ubArkNy
sadness,pop,3QaPy1KgI7nu9FJEQUgn6h
sadness,pop,4cktbXiXOapiLBMprHFErI
sadness,pop,2QjOHCTQ1Jl3zawyYOpxh6
sadness,pop,6unndO70DvZfnXYcYQMyQJ
sadness,pop,4RE3vueod5PL48rvHtuu9C
sadness,pop,0dGqP4VickYjtIaB5VOt4H
sadness,pop,5O2P9iiztwhomNh8xkR9lJ
sadness,pop,6VObnIkLVruX4UVyxWhlqm
sadness,pop,6TGd66r0nlPaYm3KIoI7ET
sadness,pop,6GGtHZgBycCgGBUhZo81xe
sadness,pop,4bp5G6x1SXMQW4X9DbCCCp
sadness,pop,6y6jbcPG4Yn3Du4moXaenr
sadness,pop,5WtfUKzXircvW8l5aaVZWT
sadness,pop,1kuGVB7EU95pJObxwvfwKS
sadness,pop,5OGZ2Mx4Cs6RCndDRycGBJ
sadness,pop,2prqm9sPLj10B4Wg0wE5x9
sadness,pop,6uvh0In7u1Xn4HgxOfAn8O
sadness,pop,5pFfMng1YFOQjFtBiRgLmD
sadness,pop,3TfDUStpnEVIlsNlgcKQgJ
sadness,pop,75JFxkI2RXiU7L9VXzMkle
sadness,pop,5hUYsaOyMY32yjRXeuQwGj
sadness,pop,3nqqDo8CcCLke3ZoTgiOKf
sadness,pop,15JINEqzVMv3SvJTAXAKED
sadness,pop,5CscrLqFBgPfZR8fGtikov
sadness,pop,5Y35SjAfXjjG0sFQ3KOxmm
sadness,pop,73SpzrcaHk0RQPFP73vqVR
sadness,pop,3i058E8uxTsYqJ5NWZzqSj
sadness,pop,5uCax9HTNlzGybIStD3vDh
sadness,pop,3XVBdLihbNbxUwZosxcGuJ
sadness,pop,752Hm8vLR8rZL5bqHrqnST
sadness,pop,6yA2GnuThv4oDuEimu4Rmg
sadness,pop,6O5TrlFWTYvznd9fMC0VvU
sadness,pop,7eJMfftS33KTjuF7lTsMCx
sadness,pop,7zwn1eykZtZ5LODrf7c0tS
sadness,pop,2K7xn816oNHJZ0aVqdQsha
sadness,pop,1ujxjsoNvh4XgS2fUNwkZ2
sadness,pop,1KuVEZR4xuQVNr1KkanAV4
sadness,pop,5wANPM4fQCJwkGd4rN57mH
sadness,pop,4RVwu0g32PAqgUiJoXsdF8
sadness,pop,06KyNuuMOX1ROXRhj787tj
sadness,pop,2RdEC8Ff83WkX7kDVCHseE
anger,pop,46aZJc0z1HHHSFxaIRxYSP
anger,pop,59tskctgUmjCWAwhzYAFm
anger,pop,4GRFzKI7jTZ3kbMfouc7bn
anger,pop,0MMyJUC3WNnFS1lit5pTjk
anger,pop,3bFC4mJkgF9HvTU1mncW7x
anger,pop,0NTMtAO2BV4tnGvw9EgBVq
anger,pop,45hOioMDJktr86iKDHC8gr
anger,pop,6h1s7cKnUtsbRpE5bwnUTf
anger,pop,4t2OeILB07eMGTXSUbMPEu
anger,pop,6KI1ZpZWYAJLvmVhCJz65G
anger,pop,6SRsiMl7w1USE4mFqrOhHC
anger,pop,1R0a2iXumgCiFb7HEZ7gUE
anger,pop,2z4U9d5OAA4YLNXoCgioxo
anger,pop,6IbnUaczZBT34DhaD6S18F
anger,pop,6WC5fhc9XMaCrUNKNjm9xE
anger,pop,69oPVTn6mFjMoB3axEejog
anger,pop,4y3g40TWe7fCWCayJZuGvw
anger,pop,34qaGPDvfWqp3F4iD5nGhf
anger,pop,34sOdxWu9FljH84UXdRwu1
anger,pop,36t6frENUtCYKuZus6aYDO
anger,pop,3XF5xLJHOQQRbWya6hBp7d
anger,pop,1qimDZEBflJE25RXkF24Yg
anger,pop,2ISUiwj8xXqHeUFcen0AIU
anger,pop,2DgdHcjWmO3qd50RzuBLgZ
anger,pop,2bFGGsScXp2Tu10jKMCKO6
anger,pop,2gyxAWHebV7xPYVxqoi86f
anger,pop,3mRLHiSHYtC8Hk7bzZdUs1
anger,pop,6fyzsHCwnt8oL4XgGIMrdN
anger,pop,1KQc37jezhunxnOPhvdwSG
anger,pop,20R4HfKloPKgXDqU7UKk3x
anger,pop,1eTaznNW4Xxtx9za2SMTXB
anger,pop,0l0CvurVUrr2w3Jj1hOVFc
anger,pop,4ZtFanR9U6ndgddUvNcjcGg
anger,pop,5lAnYvAIkSDNXqfo7DyFUm
anger,pop,3NxWJWftvkstyxvb1pZlFo
anger,pop,1P17dC1amhFzptugyAO7Il
anger,pop,66KiX7ecoumEXcUR1Al05x
anger,pop,3l9CW99AHtExIRV4hW2N5m
anger,pop,4wTvw1dBiPXNiHTh0zzpcI
anger,pop,41krZZovstMJKeJZJtbL78
romantic,pop,3AJwUDP919kvQ9QcozQPxg
romantic,pop,0JmnkIqdlnUzPaf8sqBRs3
romantic,pop,1SKPmfSYaPsETbRHaiA18G
romantic,pop,754kgU5rWscRTfvlsuEwFp
romantic,pop,4k6Uh1HXdhtusDW5y8Gbvy
romantic,pop,1yjY7rpaAQvKwpdUliHx0d
romantic,pop,0QzuaeCEEOV40Pn7IvKEny
romantic,pop,5WtfUKzXircvW8l5aaVZWT
romantic,pop,2LBqCSwhJGcFQeTHMVGwy3
romantic,pop,6dOtVTDdiauQNBQEDOtlAB
romantic,pop,4WFgvKVfEhb3IUAFGrutTR
romantic,pop,1Vrj9Vcbb0lOG94pQbYvzv
romantic,pop,3awweDjWIuXNMogMClJnvE
romantic,pop,66wkCYWlXzSTQAfnsPBptt
romantic,pop,7aQjPecQdIuNd1sz3KCDhD
romantic,pop,0YVh3SyU4dS7jOWIFQ1tTf
romantic,pop,2Yy0FsAV2I5VXU4xpph2WN
romantic,pop,5XsAal7ZcWg1I5T4NcRjkv
romantic,pop,5JCoSi02qi3jJeHdZXMmR8
romantic,pop,09LrGvT9KsACH66RHYMDyR
romantic,pop,6GGtHZgBycCgGBUhZo81xe
romantic,pop,0ozo6xfFvHOxn1o2dA2UPk
romantic,pop,6G9YlbU3ByPJQvOFDRdwyM
romantic,pop,7BqBn9nzAq8spo5e7cZ0dJ
romantic,pop,1fDFHXcykq4iw8Gg7s5hG9
romantic,pop,6XZFPFanJb6RKGvuAAv3g8
romantic,pop,0tgVpDi06FyKpA1z0VMD4v
romantic,pop,3hUxzQpSfdDqwM3ZTFQY0K
romantic,pop,1lcBt7LoEikqYmhUoa2cez
romantic,pop,547iYirskXyIJaDIniJAhn
romantic,pop,0jcw8cJf3TNMZN0BXlueML
romantic,pop,5wbg8kepMFoMzHOEuxiI0q
romantic,pop,7zku2rvsa345C0kwQ4OEyZ
romantic,pop,4xqrdfXkTW4T0RauPLv3WA
chill,pop,4Yw8TyBm9J8cpy2guHUYog
chill,pop,040I32EKLxQrkuxQu1pqvT
chill,pop,0JmnkIqdlnUzPaf8sqBRs3
chill,pop,0QzuaeCEEOV40Pn7IvKEny
chill,pop,0mt02gJ425Xjm7c3jYkOBn
chill,pop,5qrSlOut2rNAWv3ubArkNy
chill,pop,7jhxagwOk9y1HC5ciRfmkQ
chill,pop,152lZdxL1OR0ZMW6KquMif
chill,pop,3AJwUDP919kvQ9QcozQPxg
chill,pop,0widrZ6KVNuIPhbM1rWPDR
chill,pop,4bp5G6x1SXMQW4X9DbCCCp
chill,pop,5gDWsRxpJ2lZAffh5p7K0w
chill,pop,4iZ4pt7kvcaH6Yo8UoZ4s2
chill,pop,6tDDoYIxWvMLTdKpjFkc1B
chill,pop,547iYirskXyIJaDIniJAhn
chill,pop,4k6Uh1HXdhtusDW5y8Gbvy
chill,pop,1SKPmfSYaPsETbRHaiA18G
chill,pop,5rNZsITjXf23iFkRA924FV
chill,pop,6K4Co1NQyOnoFEJMkZHkln
chill,pop,4RE3vueod5PL48rvHtuu9C
chill,pop,69vToJ9BMbbLlFZo7k7A7B
chill,pop,6GzApXoBQiiAjak3tOQfV3
chill,pop,3mHO1J6kfiArjBo1zhLFGP
chill,pop,1Qrg8KqiBpW07V7PNxwwwL
chill,pop,35SbrfbaSpGUBX7e5BPega
chill,pop,5O2P9iiztwhomNh8xkR9lJ
chill,pop,6r3duEAfFTH83DuoywkG20
chill,pop,2prqm9sPLj10B4Wg0wE5x9
chill,pop,6QT6j7rKt7Vk3IuV2AUO9W
chill,pop,78TTtXnFQPzwqlbtbwqN0y
chill,pop,6oCXDaFZYL7sHnowv6pdXb
chill,pop,2RkZ5LkEzeHGRsmDqKwmaJ
chill,pop,0OpC8hRrbsh24taKOsQBEX
chill,pop,709p9UGPAuyImWf1Z3vjRo
chill,pop,0z93LiOLVx8thr9eD2r9uV
chill,pop,4MJpGGIDRwHuWoZCddIOgM
chill,pop,0jcw8cJf3TNMZN0BXlueML
chill,pop,3GYlZ7tbxLOxe6ewMNVTkw
chill,pop,00WLowvlN5cjkYpQV6pjo4
chill,pop,4cktbXiXOapiLBMprHFErI
chill,pop,0dGqP4VickYjtIaB5VOt4H
chill,pop,6CYldrsUPBsiPtfLW4xZCl
chill,pop,3Uu6pcfL9xsdfsKRx3DXRf
chill,pop,315aBOUD3xtj7sUMXtRgMV
chill,pop,6XZFPFanJb6RKGvuAAv3g8
chill,pop,51rfRCiUSvxXlCSCfIztBy
chill,pop,0Nwar8rweBUyfyuoyjjUvk
chill,pop,2o1pb13quMReXZqE7jWsgq
chill,pop,51NFxnQvaosfDDutk0tams
joy,bollywood,6B7NIY9qkZJoCW3Wr8KwFD
joy,bollywood,1qTh7hzjd361hjuzeaMFWK
joy,bollywood,3APdIdF8H0jsxSuGOqXedS
joy,bollywood,5lrA2NzUxmBjKr2tCZfMtl
joy,bollywood,2IarWd16hKAvXU8vnEunVb
joy,bollywood,5OMUXgfXsSukZ0zxelpC3b
joy,bollywood,73K33p4Vyz9koXGqmL5eFs
joy,bollywood,0oukMLKedsqQ3ltnI2daRO
joy,bollywood,2JDsi7S0UmtGoyVPTda0ao
joy,bollywood,6s36KDFgCWW4lqDJ0njm7p
joy,bollywood,2pIoyDWZV5OSW0xd6n41xV
joy,bollywood,21Af1fetSINZpmAS3si8DW
joy,bollywood,648GXyKI62FhbeBq0levWr
joy,bollywood,06g9b0J7o8tULKGPZm0wFK
joy,bollywood,5czJMpadRTKwheBXCfiJkm
joy,bollywood,09sq0BHe85uV2ADUx1gaiA
joy,bollywood,17QlNzGYB4iceCCW8TrXO0
joy,bollywood,7fUMIEn7H6OYDOMQRMm1at
joy,bollywood,4SjlKZIaossBCum2dGHtDj
joy,bollywood,7e6qTHVfRdaYsio90s1fHC
joy,bollywood,2I2NQ6nvVLKRHya5iB0rEB
joy,bollywood,6Sp7azay1NZU4wxlFacWCl
joy,bollywood,7iVr50gFBKFvTLBHR2noZ8
joy,bollywood,6k3XXCE1ZzwevQlxf8dNaw
joy,bollywood,5KgWWdwGv8YPIfyTOHQplr
joy,bollywood,7anEQ7o0FiiWA8FflqeRsM
joy,bollywood,0JX7Es2j556FwtR6YqMKzP
joy,bollywood,32aiiYZCcgJpXmrotqRjdQ
joy,bollywood,6qNyL8lZuqFmy9ginJRQOZ
joy,bollywood,5KeTlCr0vFeNZwpc4T0hVN
joy,bollywood,2r1CHpKRDdzHGJScn5UqjX
joy,bollywood,2dZCy8ZNoevYwrqCcZWxcq
joy,bollywood,3vqJY3pVELLIxqXXyI08yr
joy,bollywood,2bhzXAQv9hv7ZGPUZeN5cz
joy,bollywood,3CP0ARxvvbcRPpIYnKAzeU
joy,bollywood,298atiKYvG84VfbXNbZiX5
joy,bollywood,0zHr3JEWjGmpWaVZduvGcu
joy,bollywood,5PmKSLx203cTXh4PHwt8La
joy,bollywood,0KdDgQgvvh7tYM3jj3n78l
joy,bollywood,2aHz87L2Z4a0ZEQ7vMlH8z
joy,bollywood,4wtnNTPCnUrVzcilVmkKbo
joy,bollywood,4UDFr3P1lRS6seQfmzCjz7
joy,bollywood,7dm80EBbK2JFHcQdGDvF1D
joy,bollywood,6s0byTOzpEM7n1Excy9Pa3
joy,bollywood,5Cdd8p9sxRczQX6GFC8CdH
joy,bollywood,1wBuTYRugaQTGMl0BH08yX
joy,bollywood,2oNcmoIOlDTBKPh7FzXSAT
joy,bollywood,3wnahgmj1q8YvjkoXTLG8c
joy,bollywood,1aY9jprCwAISYDrdXj9JYo
joy,bollywood,4YIhJmihoXwjtbY4vsV9Nh
joy,bollywood,04Hitqk330wIcM8SO2DgXX
joy,bollywood,0MjL7YQ02qH7nxfayhbmfp
joy,bollywood,2Q2RhtlS2bKKASyCJGgcyU
joy,bollywood,1VZ4UzU6Zmg8ZAmcOcKNi3
joy,bollywood,6ZoCBDOB308GqUdt2AJrV2
joy,bollywood,4O5ERhWIhAnBelhNDHcSlA
joy,bollywood,723xQva0yBF7M6K3nDAG8R
joy,bollywood,0EH7sgeiFqDa3eS7ieW2zs
joy,bollywood,3Qpk2qHree1RTH5lZaKnEK
joy,bollywood,5zKRKQwLVBT1WDJE7XJrnm
joy,bollywood,0e5STSwtLEXKN4ygFYydJd
joy,bollywood,74AqVxZ3oXwJ8olHssBUG3
joy,bollywood,6HWmag1fVBqjAfM8yH4jEt
joy,bollywood,1W9oNJOyyY1r3clKA1DlZu
joy,bollywood,0n4l2ggyid1J2MUaAXzsCS
joy,bollywood,7emLx4rVwr0tPyjktu7A7U
joy,bollywood,6WediUhXDfm8FR3wlM0r3G
joy,bollywood,4St20qfnH98z2CEY7Up5yn
joy,bollywood,1r4oikmMdZZiGHkPA4hSoe
joy,bollywood,7MkhC2h8lDwyEfaKxf48cJ
joy,bollywood,2iXVckhPy7tP0wV9DvlrjZ
joy,bollywood,4eu27jAU2bbnyHUC3G75U8
joy,bollywood,7DbE178OOsJfJKyiNObOsw
joy,bollywood,3MNYXalwzhzSY3APoec6Nn
joy,bollywood,5XsoDbDt98b0FkFLOhsJuS
joy,bollywood,5HcBFhFQEtqKrsRkr95XYu
joy,bollywood,31phvnfUfwzi0nf3dO814j
joy,bollywood,5f82cj8Bkl0mTsqAZiJkp1
joy,bollywood,4tBMbRwLJa5BjwJ6FrBlks
joy,bollywood,1rEVydQSe04NJUqyyEyeEq
joy,bollywood,18e3XXYCv4Tx8uUl1mP3CN
joy,bollywood,22EimU5vjrNYV9A3aIGqso
joy,bollywood,5ovFyjaU2COYanwL81OUVE
joy,bollywood,3V3QbgrOZKtFv5MXzAAdZr
joy,bollywood,0og9wKFGgFFNQnrBe7eisG
joy,bollywood,71s7tZo8OGlN3VXyURWLUr
joy,bollywood,1ax8ZuwRVkSdzzsIqyCNWQ
joy,bollywood,5Rn1DPzSzUktbhuNDDJocS
joy,bollywood,3TAhWtQnpoL5Vl9VQPl9fU
joy,bollywood,4J9n7thOdqi8gxRGNyQoVC
joy,bollywood,39bx4zZrPxTjw8VNuvjt6X
joy,bollywood,3W1XPf7mvuQcWQB7U7MbTM
joy,bollywood,7H3mfOvtPNA8YDF3EdKy0L
joy,bollywood,0hgTkEDY9oIG5DPKN39KHP
joy,bollywood,7pTYN6Gxy3MOibdXmkzc5V
joy,bollywood,1VY2incfH4TLT9PCbot6lj
joy,bollywood,6bmn66GsOExETkObSslEAa
joy,bollywood,3V3qab2wyi5LjGLjvbV4fD
